DOCTECH_numero;Designation;Maturity;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;perimetro
2D0036651P;RESERVOIR CARBURANT EQP;Validated; 1; 1;0,0000000;76;CIRCUIT CARBURANT;X52;F10570;Fonction;RESERVOIR CARBURANT;Renault;1;Projet;B52,K52 / D4F, K4M, K7M,H4M + D4F EURO6;NA;NA;NA;13;NA;0M000;NA; 1;Valide;NA;19/12/2018;F10570/AA;NA;NA;RESERVOIR CARBURANT EQP;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;172029181R;RESERVOIR CARBURANT EQP;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP,ORA;NA;RS-;NA;Y;XUR;NA;PLASTIC OMNIUM AUTO INERGY R;1L;NA;Oui;NA;NA;Prestations Véhicules et Organes;Prestation CO2 - Consommation GMP;NA;NA;NA;---;BE;---;BE;NA; 8,999;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;76 - CIRCUIT CARBURANT
2D0036653P;RESERVOIR CARBURANT;Validated; 1; 1;0,0000000;76;CIRCUIT CARBURANT;X52;F10570;Fonction;RESERVOIR CARBURANT;Renault;1;Projet;B52,K52 / D4F, K4M, K7M,H4M + D4F EURO6;NA;NA;NA;14;NA;0M000;NA; 1;Valide;NA;20/12/2018;F10570/AA;NA;NA;RESERVOIR CARBURANT EQP;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;TAN;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;172021261R;RESERVOIR CARBURANT EQP;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TAN;NA;RS-;NA;Y;XUR;NA;INERGY AUTOMOTIVE SYST MOROC;NR;NA;Oui;NA;NA;Prestations Véhicules et Organes;Prestation CO2 - Consommation GMP;NA;NA;NA;---;BE;---;BE;NA; 9,000;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;76 - CIRCUIT CARBURANT
2D0036793P;COUVERCLE POIGNEE INT PORTE AV D;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X79;F10489;Fonction;FERMETURE INT DE PORTE AV;Renault;50;Projet;H79 PH3 LL (E2 & E3 INDIA);NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;26/04/2018;F10489/AC;NA;NA;COUVERCLE DE POIGNEE INT DE PORTE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;809601970R;COUVERCLE POIGNEE INT PORTE AV D;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RQ-;NA;-;NA;NA;NA;AC;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;---;BE;---;BE;NA; 0,072;Pesée pièce proto;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0036908P;GARNITURE PANNEAU PORTE AV G;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X79;F10360;Fonction;GARNITURE DE PANNEAU DE PORTE AV;Renault;88;Projet;H79 IND ENPG04 E2;NA;NA;NA; 1;CHN;0INDE;NA; 2;Valide;NA;20/04/2018;F10360/AB;NA;NA;GARNITURE DE PANNEAU DE PORTE AV G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;809017991R;GARNITURE PANNEAU PORTE AV G;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RQ-;NA;-;NA;NA;NA;D4;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;---;BE;---;BE;NA; 2,627;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0037452P;ROUE 6.5 J 16 5 50 EVEREST;Refused; 2; 2;1,0000000;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;X79;F12786;Fonction;ROUE;Renault;50;Projet;ENPG04;NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;19/04/2018;F12786/AA;NA;NA;ROUE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;403004356R;ROUE 6.5 J 16 5 50 EVEREST;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RS-;NA;-;NA;NA;NA;YN;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA;10,350;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 3;NA;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
2D0037452P;ROUE 6.5 J 16 5 50 EVEREST 6.5 J 16 5 50 EVEREST;Validated; 1; 1;0,0000000;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;X79;F12786;Fonction;ROUE;Renault;50;Projet;ENPG04;NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;19/04/2018;F12786/AA;NA;NA;ROUE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;403004356R;ROUE 6.5 J 16 5 50 EVEREST;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RS-;NA;-;NA;NA;NA;YN;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA;10,350;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 3;NA;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
2D0037490P;CALANDRE ASS;Validated; 2; 2;0,0000000;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;X79;F10377;Fonction;GRILLE DE CALANDRE;Renault;18;Projet;H79 ENPG04;NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;22/11/2018;F10377/AD;NA;NA;GRILLE DE CALANDRE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;623102617R;CALANDRE ASS;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RQ-;NA;-;320;NA;NA;F5;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--G;BE;--G;BE;NA; 1,680;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--G; 8;NA;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
2D0037525P;ENJOLIVEUR PROJECTEUR BROUILLARD D;Validated; 1; 1;0,0000000;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;X79;F20818;Fonction;ENJOLIVEUR DE PROJECTEUR BROUILLARD;Renault;7;Projet;H79 PH3 LL INDIA RALU16 RTOL16;NA;NA;NA; 1;NA;0INDE;NA; 1;Valide;NA;20/04/2018;F20818/AA;NA;NA;ENJOLIVEUR 1 DE PROJECTEUR BROUILLARD G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;261A34741R;ENJOLIVEUR PROJECTEUR BROUILLARD G;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;R--;NA;-;320;NA;NA;LU;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--B;BE;--B;BE;NA; 0,256;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--B; 3;NA;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
2D0037655P;DEMARREUR;Validated; 1; 1;0,0000000;92;ELECTROTECHNIQUE;X79;F14017;Fonction;DEMARREUR;Renault;10;Projet;PH2 H4M ET H4K/SAUF STOSTA;NA;NA;NA; 9;NA;0INDE;NA; 1;Valide;NA;19/02/2019;F14017/AA;NA;NA;DEMARREUR;8511.4;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;233009363R;DEMARREUR;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;--E;NA;-;W2R;NA;NA;J9;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;---;BE;---;BE;NA; 2,800;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;92 - ELECTROTECHNIQUE
2D0037775P;GARNITURE PIED MILIEU INF G;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X79;F10365;Fonction;GARNITURE DE PIED MILIEU;Renault;24;Projet;H79 PH3 LL INDIA E1&E2;NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;19/04/2018;F10365/AA;NA;NA;GARNITURE INF DE PIED MILIEU D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;769150771R;GARNITURE PIED MILIEU INF D;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;R--;NA;-;NA;NA;NA;Z7;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 0,472;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0038027P;CLIMATISEUR CA RGLE;Validated; 1; 1;0,0000000;52;CHAUFFAGE - CLIMATISATION;X79;F10093;Fonction;BOITIER DE CA;Renault;75;Projet;H79 PH3 E3;NA;NA;NA; 1;CHN;0INDE;NA; 1;Valide;NA;20/04/2018;F10093/AA;NA;NA;BLOC DE CHAUFFAGE ET CLIMATISATION;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;272709011R;CLIMATISEUR CA RGLE;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;R-E;NA;-;NA;NA;NA;SN;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA; 8,250;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;52 - CHAUFFAGE - CLIMATISATION
2D0038029P;PARE-SOLEIL G;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X79;F10469;Fonction;PARE-SOLEIL AV;Renault;18;Projet;H79 ENPG04 CHN;NA;NA;NA; 1;CHN;0INDE;NA; 2;Valide;NA;11/04/2019;F10469/AD;NA;NA;PARE-SOLEIL G;8708.99;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;964018522R;PARE-SOLEIL G;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;RS-;NA;-;PPU;NA;NA;RM;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);Initialisation par PDP;NA;NA;---;BE;---;BE;NA; 0,353;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0038263P;TUYAU DETENDEUR COMPRESSEUR;Refused; 1; 2;0,5000000;73;REFROIDISSEMENT GMP;X52;F10174;Fonction;CIRCUIT DE CONDITIONNEMENT D' AIR;Renault;49;Projet;X52 DÀG H4D GPL;NA;NA;NA; 1;NA;0M000;NA; 6;Valide;NA;05/03/2019;F10174/BJ;NA;NA;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;924809554R;TUYAU DETENDEUR COMPRESSEUR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP,ORA;NA;R--;NA;-;XUR;NA;CONTITECH ROMANIA SRL;91;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA; 0,328;Pesée pièce proto;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;73 - REFROIDISSEMENT GMP
2D0038267P;COLLECTION SIEGES;Refused; 2; 4;0,5000000;63;SIEGES;X52;ASS002470;Fonction;COLLECTION DE SIEGES ASS;Renault;S3;Projet;RENAULT SPORT PHASE 1 & 2 (LATIN NCAP) : RS - 3AT - ALOUCC - ISOFIX.;NA;NA;NA; 2;NA;RSPOR;NA; 1;Valide;NA;08/10/2018;ASS002470;NA;NA;COLLECTION DE SIEGES ASS;NA;NA;Couleur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;RSPOR;Officielle;NA;NA;NA;BE;NA;NA;NEUTRE;870005020X;COLLECTION SIEGES;PIE;Renault;RSPOR;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;RSPOR;Officielle;UAS;NA;RSE;NA;N;NA;NA;NA;SN;NA;Non;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA;51,364;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 4;NA;63 - SIEGES
2D0038351P;SUPPORT D BOITIER CHAUFFAGE TRAVERSE PDC;Validated; 1; 1;0,0000000;56;TRAVERSE POSTE DE CONDUITE;X52;F10689;Fonction;TRAVERSE DE POSTE DE CONDUITE;Renault;28;Projet;X52 PH2 / DG / CA01,CHAUFO,CHOREC (AVEC IMPACTEUR MAROC);NA;NA;NA; 5;NA;0M000;NA;21;Valide;275225588R;25/06/2019;F10689/DF;NA;NA;SUPPORT INF D BLOC CHAUFFAGE ET CLIMATISATION TRV POSTE CDTE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;275224585R;SUPPORT D BOITIER CHAUFFAGE TRAVERSE PDC;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;NA;NA;SUBANSAMBLE AUTO PITESTI;6J;NA;Oui;NA;NA;Gestion Documentaire;Assemblé;NA;NA;NA;---;BE;---;BE;NA; 0,328;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;56 - TRAVERSE POSTE DE CONDUITE
2D0038354P;SUPPORT COLONNE DIRECTION G;Validated; 1; 1;0,0000000;56;TRAVERSE POSTE DE CONDUITE;X52;F10689;Fonction;TRAVERSE DE POSTE DE CONDUITE;Renault;28;Projet;X52 PH2 / DG / CA01,CHAUFO,CHOREC (AVEC IMPACTEUR MAROC);NA;NA;NA; 5;NA;0M000;NA;12;Valide;671504108R;25/06/2019;F10689/AM;NA;NA;SUPPORT COLONNE DIRECTION DE TRV POSTE CONDUITE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;671504038R;SUPPORT COLONNE DIRECTION G;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;XUR;NA;SUBANSAMBLE AUTO PITESTI;L4;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;---;BE;---;BE;NA; 0,836;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 3;NA;56 - TRAVERSE POSTE DE CONDUITE
2D0038357P;FLASQUE PRINCIPAL D TRAVERSE PDC;Validated; 1; 1;0,0000000;56;TRAVERSE POSTE DE CONDUITE;X52;F10689;Fonction;TRAVERSE DE POSTE DE CONDUITE;Renault;2;Projet;X52/DD + PH2;NA;NA;NA; 6;NA;0M000;NA; 3;Valide;678901984R;25/06/2019;F10689/BW;NA;NA;FLASQUE LAT 1 D DE TRAVERSE POSTE DE CONDUITE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;678909345R;FLASQUE PRINCIPAL D TRAVERSE PDC;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;XUR;NA;SUBANSAMBLE AUTO PITESTI;VS;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;---;BE;---;BE;NA; 0,429;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;56 - TRAVERSE POSTE DE CONDUITE
2D0038403P;GARNITURE PAVILLON TN;Refused; 1; 2;0,5000000;62;HABILLAGE INTERIEUR;XHA;F10362;Fonction;GARNITURE DE PAVILLON;Renault;10;Projet;XHA E1,E2 MY19/20 CURITIBA;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;01/10/2018;F10362/AE;NA;NA;GARNITURE DE PAVILLON NUE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;739107789R;GARNITURE PAVILLON TN;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS;NA;R--;NA;-;250;NA;INTERTRIM AUTOPECAS LTDA;JV;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 1,740;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;62 - HABILLAGE INTERIEUR
2D0038507P;FLASQUE PRINCIPAL G TRAVERSE PDC;Validated; 1; 1;0,0000000;56;TRAVERSE POSTE DE CONDUITE;X52;F10689;Fonction;TRAVERSE DE POSTE DE CONDUITE;Renault;2;Projet;X52/DD + PH2;NA;NA;NA; 6;NA;0M000;NA; 4;Valide;678916158R;25/06/2019;F10689/BX;NA;NA;FLASQUE LAT 1 G DE TRAVERSE POSTE DE CONDUITE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;678914649R;FLASQUE PRINCIPAL G TRAVERSE PDC;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;XUR;NA;SUBANSAMBLE AUTO PITESTI;6E;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;---;BE;---;BE;NA; 0,426;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;56 - TRAVERSE POSTE DE CONDUITE
2D0038509P;BVA ASS FK0 006;Validated; 1; 1;0,0000000;B1;BOITE DE VITESSE;X79;ASS001033;Fonction;BOITE DE VITESSES ASS;Renault;60;Projet;FK0*006 - H5H;NA;NA;NA; 1;UAS,CHN;31LOS;NA; 1;Valide;NA;27/11/2018;ASS001033;NA;NA;BOITE DE VITESSES ASS;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;31MAA;Officielle;NA;NA;NA;BE;NA;NA;NA;320109477R;BVA ASS FK0 006;PIE;Renault;31LOS;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;1RK00;Officielle;CHN,UAS;NA;RSE;NA;*;NA;NA;JATCO MEXICO SA DE CV;NV;NA;Non;NA;NA;Gestion Documentaire;Assemblé;NA;NA;NA;--A;BE;--A;BE;NA;94,600;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;B1 - BOITE DE VITESSE
2D0038837P;CALE MOUSSE;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X52;F14346;Fonction;TAPIS D' HABITACLE;Renault;1;Projet;B52 / DG;NA;NA;NA;42;NA;0RDBA;NA; 8;Valide;NA;25/02/2019;F14346/AR;NA;NA;RENFORT 2 TAPIS HABITACLE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;165666375R;CALE MOUSSE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;EXT,VUC,UAS,COR,OCM;NA;R--;NA;-;220;NA;KOINONIA FITAS PECAS TECN.ES;VG;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;Initialisation par PDP;NA;NA;---;BE;---;BE;NA; 0,002;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0038845P;GARNITURE PIED MILIEU INF D;Validated; 1; 1;0,0000000;62;HABILLAGE INTERIEUR;X79;F10365;Fonction;GARNITURE DE PIED MILIEU;Renault;12;Projet;H79 PH2 SOFASA;NA;NA;NA; 3;OCM;0RDBA;NA; 1;Valide;NA;15/02/2019;F10365/AA;NA;NA;GARNITURE INF DE PIED MILIEU D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;OCM;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;769153359R;GARNITURE PIED MILIEU INF D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;OCM;NA;R--;NA;-;300;NA;RIDUCO S.A.;KV;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);Initialisation par PDP;NA;NA;---;BE;---;BE;NA; 0,470;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;62 - HABILLAGE INTERIEUR
2D0038854P;JOINT ACOUSTIQUE INF AV PORTE AR G;Validated; 1; 1;0,0000000;32;ETANCHEITE - MANOEUVRE;XHA;F10318;Fonction;ETANCHEITE DE PORTES ARRIERE SUR PORTE;Renault;1;Projet;HHA AVEC KIT POUSSIERE;NA;NA;NA;17;NA;0RDBA;NA; 9;Valide;NA;18/06/2019;F10318/AN;NA;NA;PROTECTEUR ANTISALISSURE DE PORTE AR G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;828353362R;JOINT ACOUSTIQUE INF AV PORTE AR G;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS;NA;---;NA;-;NA;NA;COOPER STANDARD AUTOMOTIVE.;0E;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 0,004;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 1;NA;32 - ETANCHEITE - MANOEUVRE
2D0038947P;MODULE JAUGE POMPE;Refused; 1; 2;0,5000000;76;CIRCUIT CARBURANT;X52;F15403;Fonction;JAUGE ET POMPE A CARBURANT;Renault;26;Projet;H4B E06T;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;26/06/2018;F15403/AA;NA;NA;ENSEMBLE JAUGE ET POMPE A CARBURANT;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;EXT;0M000;Officielle;BE;NA;NA;NA;172027342R;MODULE JAUGE POMPE;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;EXT;NA;RSE;NA;-;NA;NA;NA;J4;NA;Oui;NA;NA;Prestations Véhicules et Organes;Prestation CO2 - Consommation GMP;NA;NA;NA;---;BE;---;BE;NA; 0,884;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;76 - CIRCUIT CARBURANT
